"state","gender","legal","indigenous","date","count","t"
"VIC","Male","Sentenced","Other","2010/06/01",3134,2010-06-01
"VIC","Female","Sentenced","Other","2010/06/01",211,2010-06-01
"VIC","Male","Remamded","Other","2010/06/01",32,2010-06-01
"VIC","Female","Remamded","Other","2010/06/01",6,2010-06-01
"VIC","Male","Sentenced","Other","2010/06/01",NA,2010-06-01
"VIC","Female","Sentenced","Other","2010/06/01",NA,2010-06-01
"VIC","Male","Sentenced","Other","2010/06/01",110,2010-06-01
"VIC","Female","Sentenced","Other","2010/06/01",17,2010-06-01
"VIC","Male","Remamded","ATSI","2010/09/01",49,2010-09-01
"VIC","Female","Remamded","ATSI","2010/09/01",7,2010-09-01
"VIC","Male","Sentenced","ATSI","2010/09/01",NA,2010-09-01
"VIC","Female","Sentenced","ATSI","2010/09/01",NA,2010-09-01
"VIC","Male","Sentenced","ATSI","2010/09/01",206,2010-09-01
"VIC","Female","Sentenced","ATSI","2010/09/01",18,2010-09-01
"VIC","Male","Remamded","Other","2010/09/01",677,2010-09-01
"VIC","Female","Remamded","Other","2010/09/01",58,2010-09-01
"VIC","Male","Sentenced","Other","2010/09/01",NA,2010-09-01
"VIC","Female","Sentenced","Other","2010/09/01",NA,2010-09-01
"VIC","Male","Sentenced","Other","2010/09/01",3224,2010-09-01
"VIC","Female","Sentenced","Other","2010/09/01",213,2010-09-01
"VIC","Male","Remamded","Other","2010/09/01",15,2010-09-01
"VIC","Female","Remamded","Other","2010/09/01",5,2010-09-01
"VIC","Male","Sentenced","Other","2010/09/01",NA,2010-09-01
"VIC","Female","Sentenced","Other","2010/09/01",NA,2010-09-01
"VIC","Male","Sentenced","Other","2010/09/01",77,2010-09-01
"VIC","Female","Sentenced","Other","2010/09/01",17,2010-09-01
"VIC","Male","Remamded","ATSI","2010/12/01",46,2010-12-01
"VIC","Female","Remamded","ATSI","2010/12/01",7,2010-12-01
"VIC","Male","Sentenced","ATSI","2010/12/01",NA,2010-12-01
"VIC","Female","Sentenced","ATSI","2010/12/01",NA,2010-12-01
"VIC","Male","Sentenced","ATSI","2010/12/01",213,2010-12-01
"VIC","Female","Sentenced","ATSI","2010/12/01",20,2010-12-01
"VIC","Male","Remamded","Other","2010/12/01",706,2010-12-01
"VIC","Female","Remamded","Other","2010/12/01",61,2010-12-01
"VIC","Male","Sentenced","Other","2010/12/01",NA,2010-12-01
"VIC","Female","Sentenced","Other","2010/12/01",NA,2010-12-01
"VIC","Male","Sentenced","Other","2010/12/01",3304,2010-12-01
"VIC","Female","Sentenced","Other","2010/12/01",222,2010-12-01
"VIC","Male","Remamded","Other","2010/12/01",6,2010-12-01
"VIC","Female","Remamded","Other","2010/12/01",1,2010-12-01
"VIC","Male","Sentenced","Other","2010/12/01",NA,2010-12-01
"VIC","Female","Sentenced","Other","2010/12/01",NA,2010-12-01
"VIC","Male","Sentenced","Other","2010/12/01",19,2010-12-01
"VIC","Female","Sentenced","Other","2010/12/01",1,2010-12-01
"VIC","Male","Remamded","ATSI","2011/03/01",54,2011-03-01
"VIC","Female","Remamded","ATSI","2011/03/01",6,2011-03-01
"VIC","Male","Sentenced","ATSI","2011/03/01",NA,2011-03-01
"VIC","Female","Sentenced","ATSI","2011/03/01",NA,2011-03-01
"VIC","Male","Sentenced","ATSI","2011/03/01",207,2011-03-01
"VIC","Female","Sentenced","ATSI","2011/03/01",23,2011-03-01
"VIC","Male","Remamded","Other","2011/03/01",714,2011-03-01
"VIC","Female","Remamded","Other","2011/03/01",65,2011-03-01
"VIC","Male","Sentenced","Other","2011/03/01",NA,2011-03-01
"VIC","Female","Sentenced","Other","2011/03/01",NA,2011-03-01
"VIC","Male","Sentenced","Other","2011/03/01",3198,2011-03-01
"VIC","Female","Sentenced","Other","2011/03/01",212,2011-03-01
"VIC","Male","Remamded","Other","2011/03/01",8,2011-03-01
"VIC","Female","Remamded","Other","2011/03/01",0,2011-03-01
"VIC","Male","Sentenced","Other","2011/03/01",NA,2011-03-01
"VIC","Female","Sentenced","Other","2011/03/01",NA,2011-03-01
"VIC","Male","Sentenced","Other","2011/03/01",27,2011-03-01
"VIC","Female","Sentenced","Other","2011/03/01",0,2011-03-01
"VIC","Male","Remamded","ATSI","2011/06/01",55,2011-06-01
"VIC","Female","Remamded","ATSI","2011/06/01",5,2011-06-01
"VIC","Male","Sentenced","ATSI","2011/06/01",NA,2011-06-01
"VIC","Female","Sentenced","ATSI","2011/06/01",NA,2011-06-01
"VIC","Male","Sentenced","ATSI","2011/06/01",210,2011-06-01
"VIC","Female","Sentenced","ATSI","2011/06/01",19,2011-06-01
"VIC","Male","Remamded","Other","2011/06/01",760,2011-06-01
"VIC","Female","Remamded","Other","2011/06/01",67,2011-06-01
"VIC","Male","Sentenced","Other","2011/06/01",NA,2011-06-01
"VIC","Female","Sentenced","Other","2011/06/01",NA,2011-06-01
"VIC","Male","Sentenced","Other","2011/06/01",3273,2011-06-01
"VIC","Female","Sentenced","Other","2011/06/01",228,2011-06-01
"VIC","Male","Remamded","Other","2011/06/01",7,2011-06-01
"VIC","Female","Remamded","Other","2011/06/01",1,2011-06-01
"VIC","Male","Sentenced","Other","2011/06/01",NA,2011-06-01
"VIC","Female","Sentenced","Other","2011/06/01",NA,2011-06-01
"VIC","Male","Sentenced","Other","2011/06/01",15,2011-06-01
"VIC","Female","Sentenced","Other","2011/06/01",1,2011-06-01
"VIC","Male","Remamded","ATSI","2011/09/01",51,2011-09-01
"VIC","Female","Remamded","ATSI","2011/09/01",6,2011-09-01
"VIC","Male","Sentenced","ATSI","2011/09/01",NA,2011-09-01
"VIC","Female","Sentenced","ATSI","2011/09/01",NA,2011-09-01
"VIC","Male","Sentenced","ATSI","2011/09/01",228,2011-09-01
"VIC","Female","Sentenced","ATSI","2011/09/01",15,2011-09-01
"VIC","Male","Remamded","Other","2011/09/01",763,2011-09-01
"VIC","Female","Remamded","Other","2011/09/01",60,2011-09-01
"VIC","Male","Sentenced","Other","2011/09/01",NA,2011-09-01
"VIC","Female","Sentenced","Other","2011/09/01",NA,2011-09-01
"VIC","Male","Sentenced","Other","2011/09/01",3362,2011-09-01
"VIC","Female","Sentenced","Other","2011/09/01",238,2011-09-01
"VIC","Male","Remamded","Other","2011/09/01",13,2011-09-01
"VIC","Female","Remamded","Other","2011/09/01",1,2011-09-01
"VIC","Male","Sentenced","Other","2011/09/01",NA,2011-09-01
"VIC","Female","Sentenced","Other","2011/09/01",NA,2011-09-01
"VIC","Male","Sentenced","Other","2011/09/01",23,2011-09-01
"VIC","Female","Sentenced","Other","2011/09/01",4,2011-09-01
"VIC","Male","Remamded","ATSI","2011/12/01",58,2011-12-01
"VIC","Female","Remamded","ATSI","2011/12/01",9,2011-12-01
"VIC","Male","Sentenced","ATSI","2011/12/01",NA,2011-12-01
"VIC","Female","Sentenced","ATSI","2011/12/01",NA,2011-12-01
"VIC","Male","Sentenced","ATSI","2011/12/01",216,2011-12-01
"VIC","Female","Sentenced","ATSI","2011/12/01",14,2011-12-01
"VIC","Male","Remamded","Other","2011/12/01",762,2011-12-01
"VIC","Female","Remamded","Other","2011/12/01",63,2011-12-01
"VIC","Male","Sentenced","Other","2011/12/01",NA,2011-12-01
"VIC","Female","Sentenced","Other","2011/12/01",NA,2011-12-01
"VIC","Male","Sentenced","Other","2011/12/01",3431,2011-12-01
"VIC","Female","Sentenced","Other","2011/12/01",239,2011-12-01
"VIC","Male","Remamded","Other","2011/12/01",14,2011-12-01
"VIC","Female","Remamded","Other","2011/12/01",3,2011-12-01
"VIC","Male","Sentenced","Other","2011/12/01",NA,2011-12-01
"VIC","Female","Sentenced","Other","2011/12/01",NA,2011-12-01
"VIC","Male","Sentenced","Other","2011/12/01",33,2011-12-01
"VIC","Female","Sentenced","Other","2011/12/01",4,2011-12-01
"VIC","Male","Remamded","ATSI","2012/03/01",63,2012-03-01
"VIC","Female","Remamded","ATSI","2012/03/01",10,2012-03-01
"VIC","Male","Sentenced","ATSI","2012/03/01",NA,2012-03-01
"VIC","Female","Sentenced","ATSI","2012/03/01",NA,2012-03-01
"VIC","Male","Sentenced","ATSI","2012/03/01",228,2012-03-01
"VIC","Female","Sentenced","ATSI","2012/03/01",16,2012-03-01
"VIC","Male","Remamded","Other","2012/03/01",777,2012-03-01
"VIC","Female","Remamded","Other","2012/03/01",68,2012-03-01
"VIC","Male","Sentenced","Other","2012/03/01",NA,2012-03-01
"VIC","Female","Sentenced","Other","2012/03/01",NA,2012-03-01
"VIC","Male","Sentenced","Other","2012/03/01",3356,2012-03-01
"VIC","Female","Sentenced","Other","2012/03/01",222,2012-03-01
"VIC","Male","Remamded","Other","2012/03/01",11,2012-03-01
"VIC","Female","Remamded","Other","2012/03/01",1,2012-03-01
"VIC","Male","Sentenced","Other","2012/03/01",NA,2012-03-01
"VIC","Female","Sentenced","Other","2012/03/01",NA,2012-03-01
"VIC","Male","Sentenced","Other","2012/03/01",37,2012-03-01
"VIC","Female","Sentenced","Other","2012/03/01",4,2012-03-01
"VIC","Male","Remamded","ATSI","2012/06/01",69,2012-06-01
"VIC","Female","Remamded","ATSI","2012/06/01",11,2012-06-01
"VIC","Male","Sentenced","ATSI","2012/06/01",NA,2012-06-01
"VIC","Female","Sentenced","ATSI","2012/06/01",NA,2012-06-01
"VIC","Male","Sentenced","ATSI","2012/06/01",249,2012-06-01
"VIC","Female","Sentenced","ATSI","2012/06/01",19,2012-06-01
"VIC","Male","Remamded","Other","2012/06/01",817,2012-06-01
"VIC","Female","Remamded","Other","2012/06/01",67,2012-06-01
"VIC","Male","Sentenced","Other","2012/06/01",NA,2012-06-01
"VIC","Female","Sentenced","Other","2012/06/01",NA,2012-06-01
"VIC","Male","Sentenced","Other","2012/06/01",3382,2012-06-01
"VIC","Female","Sentenced","Other","2012/06/01",224,2012-06-01
"VIC","Male","Remamded","Other","2012/06/01",13,2012-06-01
"VIC","Female","Remamded","Other","2012/06/01",3,2012-06-01
"VIC","Male","Sentenced","Other","2012/06/01",NA,2012-06-01
"VIC","Female","Sentenced","Other","2012/06/01",NA,2012-06-01
"VIC","Male","Sentenced","Other","2012/06/01",35,2012-06-01
"VIC","Female","Sentenced","Other","2012/06/01",6,2012-06-01
"VIC","Male","Remamded","ATSI","2012/09/01",73,2012-09-01
"VIC","Female","Remamded","ATSI","2012/09/01",10,2012-09-01
"VIC","Male","Sentenced","ATSI","2012/09/01",NA,2012-09-01
"VIC","Female","Sentenced","ATSI","2012/09/01",NA,2012-09-01
"VIC","Male","Sentenced","ATSI","2012/09/01",256,2012-09-01
"VIC","Female","Sentenced","ATSI","2012/09/01",21,2012-09-01
"VIC","Male","Remamded","Other","2012/09/01",849,2012-09-01
"VIC","Female","Remamded","Other","2012/09/01",73,2012-09-01
"VIC","Male","Sentenced","Other","2012/09/01",NA,2012-09-01
"VIC","Female","Sentenced","Other","2012/09/01",NA,2012-09-01
"VIC","Male","Sentenced","Other","2012/09/01",3359,2012-09-01
"VIC","Female","Sentenced","Other","2012/09/01",223,2012-09-01
"VIC","Male","Remamded","Other","2012/09/01",14,2012-09-01
"VIC","Female","Remamded","Other","2012/09/01",2,2012-09-01
"VIC","Male","Sentenced","Other","2012/09/01",NA,2012-09-01
"VIC","Female","Sentenced","Other","2012/09/01",NA,2012-09-01
"VIC","Male","Sentenced","Other","2012/09/01",36,2012-09-01
"VIC","Female","Sentenced","Other","2012/09/01",11,2012-09-01
"VIC","Male","Remamded","ATSI","2012/12/01",58,2012-12-01
"VIC","Female","Remamded","ATSI","2012/12/01",10,2012-12-01
"VIC","Male","Sentenced","ATSI","2012/12/01",NA,2012-12-01
"VIC","Female","Sentenced","ATSI","2012/12/01",NA,2012-12-01
"VIC","Male","Sentenced","ATSI","2012/12/01",265,2012-12-01
"VIC","Female","Sentenced","ATSI","2012/12/01",23,2012-12-01
"VIC","Male","Remamded","Other","2012/12/01",829,2012-12-01
"VIC","Female","Remamded","Other","2012/12/01",78,2012-12-01
"VIC","Male","Sentenced","Other","2012/12/01",NA,2012-12-01
"VIC","Female","Sentenced","Other","2012/12/01",NA,2012-12-01
"VIC","Male","Sentenced","Other","2012/12/01",3496,2012-12-01
"VIC","Female","Sentenced","Other","2012/12/01",216,2012-12-01
"VIC","Male","Remamded","Other","2012/12/01",10,2012-12-01
"VIC","Female","Remamded","Other","2012/12/01",5,2012-12-01
"VIC","Male","Sentenced","Other","2012/12/01",NA,2012-12-01
"VIC","Female","Sentenced","Other","2012/12/01",NA,2012-12-01
"VIC","Male","Sentenced","Other","2012/12/01",44,2012-12-01
"VIC","Female","Sentenced","Other","2012/12/01",6,2012-12-01
"VIC","Male","Remamded","ATSI","2013/03/01",76,2013-03-01
"VIC","Female","Remamded","ATSI","2013/03/01",11,2013-03-01
"VIC","Male","Sentenced","ATSI","2013/03/01",NA,2013-03-01
"VIC","Female","Sentenced","ATSI","2013/03/01",NA,2013-03-01
"VIC","Male","Sentenced","ATSI","2013/03/01",273,2013-03-01
"VIC","Female","Sentenced","ATSI","2013/03/01",20,2013-03-01
"VIC","Male","Remamded","Other","2013/03/01",842,2013-03-01
"VIC","Female","Remamded","Other","2013/03/01",77,2013-03-01
"VIC","Male","Sentenced","Other","2013/03/01",NA,2013-03-01
"VIC","Female","Sentenced","Other","2013/03/01",NA,2013-03-01
"VIC","Male","Sentenced","Other","2013/03/01",3572,2013-03-01
"VIC","Female","Sentenced","Other","2013/03/01",216,2013-03-01
"VIC","Male","Remamded","Other","2013/03/01",19,2013-03-01
"VIC","Female","Remamded","Other","2013/03/01",3,2013-03-01
"VIC","Male","Sentenced","Other","2013/03/01",NA,2013-03-01
"VIC","Female","Sentenced","Other","2013/03/01",NA,2013-03-01
"VIC","Male","Sentenced","Other","2013/03/01",53,2013-03-01
"VIC","Female","Sentenced","Other","2013/03/01",10,2013-03-01
"VIC","Male","Remamded","ATSI","2013/06/01",78,2013-06-01
"VIC","Female","Remamded","ATSI","2013/06/01",12,2013-06-01
"VIC","Male","Sentenced","ATSI","2013/06/01",NA,2013-06-01
"VIC","Female","Sentenced","ATSI","2013/06/01",NA,2013-06-01
"VIC","Male","Sentenced","ATSI","2013/06/01",285,2013-06-01
"VIC","Female","Sentenced","ATSI","2013/06/01",20,2013-06-01
"VIC","Male","Remamded","Other","2013/06/01",843,2013-06-01
"VIC","Female","Remamded","Other","2013/06/01",73,2013-06-01
"VIC","Male","Sentenced","Other","2013/06/01",NA,2013-06-01
"VIC","Female","Sentenced","Other","2013/06/01",NA,2013-06-01
"VIC","Male","Sentenced","Other","2013/06/01",3668,2013-06-01
"VIC","Female","Sentenced","Other","2013/06/01",238,2013-06-01
"VIC","Male","Remamded","Other","2013/06/01",13,2013-06-01
"VIC","Female","Remamded","Other","2013/06/01",3,2013-06-01
"VIC","Male","Sentenced","Other","2013/06/01",NA,2013-06-01
"VIC","Female","Sentenced","Other","2013/06/01",NA,2013-06-01
"VIC","Male","Sentenced","Other","2013/06/01",47,2013-06-01
"VIC","Female","Sentenced","Other","2013/06/01",7,2013-06-01
"VIC","Male","Remamded","ATSI","2013/09/01",70,2013-09-01
"VIC","Female","Remamded","ATSI","2013/09/01",10,2013-09-01
"VIC","Male","Sentenced","ATSI","2013/09/01",NA,2013-09-01
"VIC","Female","Sentenced","ATSI","2013/09/01",NA,2013-09-01
"VIC","Male","Sentenced","ATSI","2013/09/01",304,2013-09-01
"VIC","Female","Sentenced","ATSI","2013/09/01",21,2013-09-01
"VIC","Male","Remamded","Other","2013/09/01",804,2013-09-01
"VIC","Female","Remamded","Other","2013/09/01",84,2013-09-01
"VIC","Male","Sentenced","Other","2013/09/01",NA,2013-09-01
"VIC","Female","Sentenced","Other","2013/09/01",NA,2013-09-01
"VIC","Male","Sentenced","Other","2013/09/01",3825,2013-09-01
"VIC","Female","Sentenced","Other","2013/09/01",256,2013-09-01
"VIC","Male","Remamded","Other","2013/09/01",12,2013-09-01
"VIC","Female","Remamded","Other","2013/09/01",5,2013-09-01
"VIC","Male","Sentenced","Other","2013/09/01",NA,2013-09-01
"VIC","Female","Sentenced","Other","2013/09/01",NA,2013-09-01
"VIC","Male","Sentenced","Other","2013/09/01",46,2013-09-01
"VIC","Female","Sentenced","Other","2013/09/01",12,2013-09-01
"VIC","Male","Remamded","ATSI","2013/12/01",70,2013-12-01
"VIC","Female","Remamded","ATSI","2013/12/01",14,2013-12-01
"VIC","Male","Sentenced","ATSI","2013/12/01",NA,2013-12-01
"VIC","Female","Sentenced","ATSI","2013/12/01",NA,2013-12-01
"VIC","Male","Sentenced","ATSI","2013/12/01",338,2013-12-01
"VIC","Female","Sentenced","ATSI","2013/12/01",29,2013-12-01
"VIC","Male","Remamded","Other","2013/12/01",777,2013-12-01
"VIC","Female","Remamded","Other","2013/12/01",87,2013-12-01
"VIC","Male","Sentenced","Other","2013/12/01",NA,2013-12-01
"VIC","Female","Sentenced","Other","2013/12/01",NA,2013-12-01
"VIC","Male","Sentenced","Other","2013/12/01",4061,2013-12-01
"VIC","Female","Sentenced","Other","2013/12/01",257,2013-12-01
"VIC","Male","Remamded","Other","2013/12/01",16,2013-12-01
"VIC","Female","Remamded","Other","2013/12/01",11,2013-12-01
"VIC","Male","Sentenced","Other","2013/12/01",NA,2013-12-01
"VIC","Female","Sentenced","Other","2013/12/01",NA,2013-12-01
"VIC","Male","Sentenced","Other","2013/12/01",62,2013-12-01
"VIC","Female","Sentenced","Other","2013/12/01",14,2013-12-01
"VIC","Male","Remamded","ATSI","2014/03/01",82,2014-03-01
"VIC","Female","Remamded","ATSI","2014/03/01",10,2014-03-01
"VIC","Male","Sentenced","ATSI","2014/03/01",NA,2014-03-01
"VIC","Female","Sentenced","ATSI","2014/03/01",NA,2014-03-01
"VIC","Male","Sentenced","ATSI","2014/03/01",339,2014-03-01
"VIC","Female","Sentenced","ATSI","2014/03/01",31,2014-03-01
"VIC","Male","Remamded","Other","2014/03/01",824,2014-03-01
"VIC","Female","Remamded","Other","2014/03/01",82,2014-03-01
"VIC","Male","Sentenced","Other","2014/03/01",NA,2014-03-01
"VIC","Female","Sentenced","Other","2014/03/01",NA,2014-03-01
"VIC","Male","Sentenced","Other","2014/03/01",4142,2014-03-01
"VIC","Female","Sentenced","Other","2014/03/01",248,2014-03-01
"VIC","Male","Remamded","Other","2014/03/01",15,2014-03-01
"VIC","Female","Remamded","Other","2014/03/01",16,2014-03-01
"VIC","Male","Sentenced","Other","2014/03/01",NA,2014-03-01
"VIC","Female","Sentenced","Other","2014/03/01",NA,2014-03-01
"VIC","Male","Sentenced","Other","2014/03/01",59,2014-03-01
"VIC","Female","Sentenced","Other","2014/03/01",18,2014-03-01
"VIC","Male","Remamded","ATSI","2014/06/01",95,2014-06-01
"VIC","Female","Remamded","ATSI","2014/06/01",13,2014-06-01
"VIC","Male","Sentenced","ATSI","2014/06/01",NA,2014-06-01
"VIC","Female","Sentenced","ATSI","2014/06/01",NA,2014-06-01
"VIC","Male","Sentenced","ATSI","2014/06/01",330,2014-06-01
"VIC","Female","Sentenced","ATSI","2014/06/01",25,2014-06-01
"VIC","Male","Remamded","Other","2014/06/01",894,2014-06-01
"VIC","Female","Remamded","Other","2014/06/01",81,2014-06-01
"VIC","Male","Sentenced","Other","2014/06/01",NA,2014-06-01
"VIC","Female","Sentenced","Other","2014/06/01",NA,2014-06-01
"VIC","Male","Sentenced","Other","2014/06/01",4235,2014-06-01
"VIC","Female","Sentenced","Other","2014/06/01",248,2014-06-01
"VIC","Male","Remamded","Other","2014/06/01",17,2014-06-01
"VIC","Female","Remamded","Other","2014/06/01",10,2014-06-01
"VIC","Male","Sentenced","Other","2014/06/01",NA,2014-06-01
"VIC","Female","Sentenced","Other","2014/06/01",NA,2014-06-01
"VIC","Male","Sentenced","Other","2014/06/01",50,2014-06-01
"VIC","Female","Sentenced","Other","2014/06/01",23,2014-06-01
"VIC","Male","Remamded","ATSI","2014/09/01",101,2014-09-01
"VIC","Female","Remamded","ATSI","2014/09/01",19,2014-09-01
"VIC","Male","Sentenced","ATSI","2014/09/01",NA,2014-09-01
"VIC","Female","Sentenced","ATSI","2014/09/01",NA,2014-09-01
"VIC","Male","Sentenced","ATSI","2014/09/01",350,2014-09-01
"VIC","Female","Sentenced","ATSI","2014/09/01",22,2014-09-01
"VIC","Male","Remamded","Other","2014/09/01",999,2014-09-01
"VIC","Female","Remamded","Other","2014/09/01",73,2014-09-01
"VIC","Male","Sentenced","Other","2014/09/01",NA,2014-09-01
"VIC","Female","Sentenced","Other","2014/09/01",NA,2014-09-01
"VIC","Male","Sentenced","Other","2014/09/01",4306,2014-09-01
"VIC","Female","Sentenced","Other","2014/09/01",278,2014-09-01
"VIC","Male","Remamded","Other","2014/09/01",12,2014-09-01
"VIC","Female","Remamded","Other","2014/09/01",6,2014-09-01
"VIC","Male","Sentenced","Other","2014/09/01",NA,2014-09-01
"VIC","Female","Sentenced","Other","2014/09/01",NA,2014-09-01
"VIC","Male","Sentenced","Other","2014/09/01",26,2014-09-01
"VIC","Female","Sentenced","Other","2014/09/01",14,2014-09-01
"VIC","Male","Remamded","ATSI","2014/12/01",104,2014-12-01
"VIC","Female","Remamded","ATSI","2014/12/01",19,2014-12-01
"VIC","Male","Sentenced","ATSI","2014/12/01",NA,2014-12-01
"VIC","Female","Sentenced","ATSI","2014/12/01",NA,2014-12-01
"VIC","Male","Sentenced","ATSI","2014/12/01",359,2014-12-01
"VIC","Female","Sentenced","ATSI","2014/12/01",28,2014-12-01
"VIC","Male","Remamded","Other","2014/12/01",1143,2014-12-01
"VIC","Female","Remamded","Other","2014/12/01",101,2014-12-01
"VIC","Male","Sentenced","Other","2014/12/01",NA,2014-12-01
"VIC","Female","Sentenced","Other","2014/12/01",NA,2014-12-01
"VIC","Male","Sentenced","Other","2014/12/01",4327,2014-12-01
"VIC","Female","Sentenced","Other","2014/12/01",286,2014-12-01
"VIC","Male","Remamded","Other","2014/12/01",28,2014-12-01
"VIC","Female","Remamded","Other","2014/12/01",3,2014-12-01
"VIC","Male","Sentenced","Other","2014/12/01",NA,2014-12-01
"VIC","Female","Sentenced","Other","2014/12/01",NA,2014-12-01
"VIC","Male","Sentenced","Other","2014/12/01",26,2014-12-01
"VIC","Female","Sentenced","Other","2014/12/01",5,2014-12-01
"VIC","Male","Remamded","ATSI","2015/03/01",126,2015-03-01
"VIC","Female","Remamded","ATSI","2015/03/01",16,2015-03-01
"VIC","Male","Sentenced","ATSI","2015/03/01",NA,2015-03-01
"VIC","Female","Sentenced","ATSI","2015/03/01",NA,2015-03-01
"VIC","Male","Sentenced","ATSI","2015/03/01",354,2015-03-01
"VIC","Female","Sentenced","ATSI","2015/03/01",29,2015-03-01
"VIC","Male","Remamded","Other","2015/03/01",1239,2015-03-01
"VIC","Female","Remamded","Other","2015/03/01",112,2015-03-01
"VIC","Male","Sentenced","Other","2015/03/01",NA,2015-03-01
"VIC","Female","Sentenced","Other","2015/03/01",NA,2015-03-01
"VIC","Male","Sentenced","Other","2015/03/01",4247,2015-03-01
"VIC","Female","Sentenced","Other","2015/03/01",286,2015-03-01
"VIC","Male","Remamded","Other","2015/03/01",27,2015-03-01
"VIC","Female","Remamded","Other","2015/03/01",4,2015-03-01
"VIC","Male","Sentenced","Other","2015/03/01",NA,2015-03-01
"VIC","Female","Sentenced","Other","2015/03/01",NA,2015-03-01
"VIC","Male","Sentenced","Other","2015/03/01",30,2015-03-01
"VIC","Female","Sentenced","Other","2015/03/01",3,2015-03-01
"VIC","Male","Remamded","ATSI","2015/06/01",106,2015-06-01
"VIC","Female","Remamded","ATSI","2015/06/01",15,2015-06-01
"VIC","Male","Sentenced","ATSI","2015/06/01",0,2015-06-01
"VIC","Female","Sentenced","ATSI","2015/06/01",0,2015-06-01
"VIC","Male","Sentenced","ATSI","2015/06/01",356,2015-06-01
"VIC","Female","Sentenced","ATSI","2015/06/01",28,2015-06-01
"VIC","Male","Remamded","Other","2015/06/01",1215,2015-06-01
"VIC","Female","Remamded","Other","2015/06/01",116,2015-06-01
"VIC","Male","Sentenced","Other","2015/06/01",0,2015-06-01
"VIC","Female","Sentenced","Other","2015/06/01",0,2015-06-01
"VIC","Male","Sentenced","Other","2015/06/01",4101,2015-06-01
"VIC","Female","Sentenced","Other","2015/06/01",266,2015-06-01
"VIC","Male","Remamded","Other","2015/06/01",36,2015-06-01
"VIC","Female","Remamded","Other","2015/06/01",3,2015-06-01
"VIC","Male","Sentenced","Other","2015/06/01",0,2015-06-01
"VIC","Female","Sentenced","Other","2015/06/01",0,2015-06-01
"VIC","Male","Sentenced","Other","2015/06/01",48,2015-06-01
"VIC","Female","Sentenced","Other","2015/06/01",2,2015-06-01
"VIC","Male","Remamded","ATSI","2015/09/01",93,2015-09-01
"VIC","Female","Remamded","ATSI","2015/09/01",13,2015-09-01
"VIC","Male","Sentenced","ATSI","2015/09/01",0,2015-09-01
"VIC","Female","Sentenced","ATSI","2015/09/01",0,2015-09-01
"VIC","Male","Sentenced","ATSI","2015/09/01",345,2015-09-01
"VIC","Female","Sentenced","ATSI","2015/09/01",27,2015-09-01
"VIC","Male","Remamded","Other","2015/09/01",1147,2015-09-01
"VIC","Female","Remamded","Other","2015/09/01",113,2015-09-01
"VIC","Male","Sentenced","Other","2015/09/01",0,2015-09-01
"VIC","Female","Sentenced","Other","2015/09/01",0,2015-09-01
"VIC","Male","Sentenced","Other","2015/09/01",3978,2015-09-01
"VIC","Female","Sentenced","Other","2015/09/01",254,2015-09-01
"VIC","Male","Remamded","Other","2015/09/01",41,2015-09-01
"VIC","Female","Remamded","Other","2015/09/01",9,2015-09-01
"VIC","Male","Sentenced","Other","2015/09/01",0,2015-09-01
"VIC","Female","Sentenced","Other","2015/09/01",0,2015-09-01
"VIC","Male","Sentenced","Other","2015/09/01",63,2015-09-01
"VIC","Female","Sentenced","Other","2015/09/01",6,2015-09-01
"VIC","Male","Remamded","ATSI","2015/12/01",127,2015-12-01
"VIC","Female","Remamded","ATSI","2015/12/01",14,2015-12-01
"VIC","Male","Sentenced","ATSI","2015/12/01",0,2015-12-01
"VIC","Female","Sentenced","ATSI","2015/12/01",0,2015-12-01
"VIC","Male","Sentenced","ATSI","2015/12/01",340,2015-12-01
"VIC","Female","Sentenced","ATSI","2015/12/01",22,2015-12-01
"VIC","Male","Remamded","Other","2015/12/01",1267,2015-12-01
"VIC","Female","Remamded","Other","2015/12/01",115,2015-12-01
"VIC","Male","Sentenced","Other","2015/12/01",0,2015-12-01
"VIC","Female","Sentenced","Other","2015/12/01",0,2015-12-01
"VIC","Male","Sentenced","Other","2015/12/01",4048,2015-12-01
"VIC","Female","Sentenced","Other","2015/12/01",244,2015-12-01
"VIC","Male","Remamded","Other","2015/12/01",44,2015-12-01
"VIC","Female","Remamded","Other","2015/12/01",17,2015-12-01
"VIC","Male","Sentenced","Other","2015/12/01",0,2015-12-01
"VIC","Female","Sentenced","Other","2015/12/01",0,2015-12-01
"VIC","Male","Sentenced","Other","2015/12/01",54,2015-12-01
"VIC","Female","Sentenced","Other","2015/12/01",10,2015-12-01
"VIC","Male","Remamded","ATSI","2016/03/01",161,2016-03-01
"VIC","Female","Remamded","ATSI","2016/03/01",19,2016-03-01
"VIC","Male","Sentenced","ATSI","2016/03/01",0,2016-03-01
"VIC","Female","Sentenced","ATSI","2016/03/01",0,2016-03-01
"VIC","Male","Sentenced","ATSI","2016/03/01",316,2016-03-01
"VIC","Female","Sentenced","ATSI","2016/03/01",23,2016-03-01
"VIC","Male","Remamded","Other","2016/03/01",1410,2016-03-01
"VIC","Female","Remamded","Other","2016/03/01",119,2016-03-01
"VIC","Male","Sentenced","Other","2016/03/01",0,2016-03-01
"VIC","Female","Sentenced","Other","2016/03/01",0,2016-03-01
"VIC","Male","Sentenced","Other","2016/03/01",3998,2016-03-01
